TimeStamp,X,Y,Z
17:41.9,3,6,-3
17:41.9,2,2,-1
17:41.9,3,5,-2
17:41.9,4,2,-1
17:41.9,3,6,-1
17:41.9,0,6,-2
17:41.9,-1,3,-3
17:41.9,5,8,-2
17:41.9,2,3,-3
17:41.9,2,4,-2
17:41.9,3,6,-1
17:41.9,5,3,-1
17:41.9,3,4,-2
17:41.9,3,5,-1
17:41.9,-2,3,0
17:41.9,1,5,-1
17:41.9,0,1,0
17:41.9,6,7,-2
17:41.9,2,1,-1
17:41.9,3,2,-3
17:41.9,-2,6,-4
17:41.9,6,1,-2
17:41.9,6,3,-2
17:41.9,4,2,-3
17:41.9,2,7,-1
17:41.9,3,4,-2
17:41.9,2,3,-2
17:41.9,3,7,-1
17:41.9,3,5,-2
17:41.9,3,5,-3
17:42.0,-1,2,-2
17:42.0,4,2,-2
17:42.0,0,5,-1
17:42.0,-2,4,-2
17:42.0,9,6,-3
17:42.0,0,5,-3
17:42.0,4,4,-3
17:42.0,0,7,-1
17:42.0,3,4,-1
17:42.0,5,6,-4
17:42.0,3,4,-3
17:42.0,5,5,-2
17:42.0,5,3,0
17:42.0,2,8,0
17:42.0,2,7,-2
17:42.0,0,2,0
17:42.0,4,2,-1
17:42.0,-1,1,-3
17:42.0,3,1,-2
17:42.0,1,4,-2
17:42.0,-1,3,0
17:42.0,3,1,-3
17:42.0,-1,3,-2
17:42.0,2,4,-2
17:42.0,2,0,-1
17:42.0,2,3,-3
17:42.0,3,8,-2
17:42.0,0,6,-2
17:42.0,7,6,-3
17:42.0,1,9,-3
17:42.0,4,4,-1
17:42.0,4,3,-2
17:42.0,4,4,-3
17:42.8,1,4,-3
17:42.8,1,2,-3
17:42.8,6,2,-2
17:42.8,1,4,-1
17:42.8,4,3,-2
17:42.8,0,2,-3
17:42.8,-1,9,-2
17:42.8,5,4,-1
17:42.8,4,6,-3
17:42.8,2,4,-2
17:42.8,1,6,-2
17:42.8,2,7,1
17:42.8,2,6,-2
17:42.8,3,9,0
17:42.8,6,7,-3
17:42.8,1,2,-4
17:42.8,1,4,-3
17:42.8,2,5,-1
17:42.8,2,7,0
17:42.8,3,6,-2
17:42.8,4,4,-2
17:42.9,2,3,-4
17:42.9,2,8,-1
17:42.9,5,6,-1
17:42.9,1,3,-2
17:42.9,4,4,-1
17:42.9,1,6,-1
17:42.9,3,3,-1
17:42.9,2,5,-2
17:42.4,2,2,-1
17:42.4,4,4,-1
17:42.4,2,6,-1
17:42.4,4,4,-2
17:42.4,-3,2,0
17:42.4,1,3,-2
17:42.4,5,5,-1
17:42.4,5,0,-2
17:42.4,5,2,0
17:42.4,-2,3,0
17:42.4,1,6,-2
17:42.4,2,0,-1
17:42.4,0,4,-3
17:42.4,3,0,-2
17:42.4,3,1,-2
17:42.4,5,3,-3
17:42.4,3,6,-2
17:42.4,2,8,-2
17:42.4,5,4,-1
17:42.4,1,5,-1
17:42.4,2,7,-1
17:42.4,2,3,-1
17:42.4,1,6,-1
17:42.4,1,5,-1
17:42.4,4,4,-1
17:42.4,4,3,-3
17:42.4,-6,2,-3
17:42.4,1,4,-3
17:42.4,4,8,-2
17:42.4,5,0,-2
17:42.7,-1,4,0
17:42.7,2,3,-1
17:42.7,1,4,-2
17:42.7,2,6,-2
17:42.7,1,5,-2
17:42.7,5,2,-2
17:42.7,2,1,-2
17:42.7,1,8,-4
17:42.7,4,7,-2
17:42.7,4,6,-1
17:42.7,-1,3,-2
17:42.7,5,4,-2
17:42.7,3,5,-3
17:42.7,1,7,-2
17:42.7,1,1,-4
17:42.7,1,4,-2
17:42.7,3,1,-4
17:42.7,2,4,-2
17:42.7,2,6,-1
17:42.7,4,8,-2
17:42.7,2,1,-1
17:42.7,2,7,-1
17:42.7,5,3,-2
17:42.7,4,4,-3
17:42.7,0,2,-1
17:42.7,-1,11,-1
17:42.7,6,6,-2
17:42.7,2,4,-3
17:42.7,1,5,-2
17:42.7,0,1,-1
17:42.7,2,4,-3
17:42.7,3,6,-3
17:42.1,0,6,-2
17:42.1,2,2,-4
17:42.1,4,2,-3
17:42.1,-1,5,-3
17:42.1,2,5,-3
17:42.1,5,6,-2
17:42.1,2,2,-2
17:42.1,2,8,-1
17:42.1,4,3,-1
17:42.1,0,3,-2
17:42.1,2,5,-1
17:42.1,6,4,-3
17:42.1,2,5,-1
17:42.1,-4,1,-3
17:42.1,6,3,-2
17:42.1,-2,7,-3
17:42.1,1,1,-1
17:42.1,4,3,-2
17:42.1,4,4,-2
17:42.1,8,3,-3
17:42.1,4,2,-2
17:42.1,4,2,-2
17:42.1,6,5,-3
17:42.1,3,6,-2
17:42.1,1,4,-2
17:42.1,3,4,-1
17:42.1,9,6,0
17:42.1,1,7,-1
17:42.1,3,7,-2
17:42.1,2,3,-3
17:42.1,-3,3,-3
17:42.1,-2,4,-3
17:42.1,4,6,-3
17:42.1,3,1,-3
17:42.1,0,1,-1
17:42.1,1,3,-1
17:42.1,1,2,-1
17:42.1,3,2,0
17:42.1,0,7,-2
17:42.1,2,4,-1
17:42.1,4,1,-2
17:42.1,7,3,-3
17:42.1,5,6,-3
17:42.1,5,3,-3
17:42.1,1,5,-2
17:42.1,1,2,-2
17:42.1,1,4,-2
17:42.1,0,3,-1
17:42.1,6,4,-2
17:42.1,0,5,-2
17:42.1,3,4,-2
17:42.1,1,-1,-3
17:42.1,-4,5,-4
17:42.1,0,3,-3
17:42.1,6,2,-2
17:42.1,1,2,-2
17:42.1,2,5,-3
17:42.1,3,5,-1
17:42.1,5,6,-2
17:42.1,4,7,-1
17:42.1,5,5,-2
17:42.1,6,3,-4
17:42.1,0,4,-3
17:42.1,3,1,-1
17:42.1,-2,7,-1
17:42.2,5,2,-1
17:42.2,-1,3,-1
17:42.2,1,5,-2
17:42.2,7,1,-3
17:42.2,-2,8,-1
17:42.2,2,0,-3
17:42.2,4,4,-3
17:42.2,-1,0,-1
17:42.2,3,4,-2
17:42.2,0,5,0
17:42.2,8,4,0
17:42.2,0,6,0
17:42.2,3,5,-2
17:42.2,3,5,-2
17:42.2,-3,3,-2
17:42.2,6,3,-1
17:42.2,3,9,-2
17:42.2,5,7,-3
17:42.2,5,4,-3
17:42.2,2,2,-3
17:42.2,2,4,-2
17:42.2,3,2,-2
17:42.2,2,5,-3
17:42.2,4,5,-4
17:42.2,0,0,-3
17:42.2,3,6,-3
17:42.2,2,4,-2
17:42.2,3,9,-2
17:42.2,5,7,-2
17:42.2,4,4,-1
17:42.2,0,7,-2
17:42.2,5,5,-1
17:42.2,3,2,-2
17:42.2,-1,8,-3
17:42.2,4,3,-3
17:42.2,5,1,-2
17:42.2,-2,2,-3
17:42.2,-2,9,-2
17:42.2,3,7,-3
17:42.2,0,1,-1
17:42.2,5,4,-2
17:42.2,7,2,-2
17:42.2,5,2,-2
17:42.2,3,4,-1
17:42.2,2,7,-1
17:42.2,3,5,-3
17:42.2,7,-1,-2
17:42.2,1,8,-3
17:42.2,3,8,-2
17:42.2,7,8,-1
17:42.2,-2,5,-1
17:42.2,3,7,-3
17:42.2,3,1,-1
17:42.2,4,4,-1
17:42.2,1,3,-2
17:42.2,1,4,-3
17:42.2,2,1,-2
17:42.2,6,1,-2
17:42.2,-4,3,-2
17:42.2,5,2,-3
17:42.2,2,3,-2
17:42.2,4,5,-2
17:42.2,1,3,-1
17:42.2,6,5,-1
17:42.2,6,1,-2
17:42.2,3,8,-3
17:42.2,6,4,-3
17:42.2,5,5,-2
17:42.2,3,5,-2
17:42.2,4,1,-2
17:42.2,2,1,-2
17:42.2,2,7,-3
17:42.2,3,7,-3
17:42.2,4,2,-3
17:42.2,4,2,-3
17:42.2,2,6,-4
17:42.2,1,9,-3
17:42.2,3,5,-3
17:42.2,-2,0,-2
17:42.2,7,6,-2
17:42.2,5,4,-1
17:42.2,4,4,-3
17:42.2,5,6,-2
17:42.2,1,1,-3
17:42.2,4,5,-3
17:42.2,-1,3,-3
17:42.2,1,6,-2
17:42.2,0,9,-4
17:42.2,-1,1,-2
17:42.2,0,5,-2
17:42.2,1,1,-3
17:42.2,4,0,-3
17:42.3,3,3,-3
17:42.3,5,0,-2
17:42.3,8,3,-4
17:42.3,6,0,-4
17:42.3,4,4,-2
17:42.3,2,4,-1
17:42.3,6,7,0
17:42.3,4,3,-1
17:42.3,3,6,-1
17:42.3,1,6,-3
17:42.3,0,2,-1
17:42.3,0,5,-4
17:42.3,3,7,-2
17:42.3,6,1,-3
17:42.3,4,4,-3
17:42.3,0,3,-2
17:42.3,1,4,-2
17:42.3,5,0,-2
17:42.3,4,5,-2
17:42.3,6,5,-2
17:42.3,6,4,-2
17:42.3,8,3,-3
17:42.3,5,10,-3
17:42.3,5,9,-3
17:42.3,-2,1,-3
17:42.3,0,4,-1
17:42.3,6,10,-2
17:42.3,1,4,-2
17:42.3,3,1,-3
17:42.3,1,5,-2
17:42.3,5,4,-4
17:42.3,3,1,-3
17:42.3,-6,5,-2
17:42.3,0,2,-3
17:42.3,3,7,-2
17:42.3,3,2,-1
17:42.3,0,5,-3
17:42.3,6,4,-1
17:42.3,0,6,-3
17:42.3,3,8,-3
17:42.3,3,5,-3
17:42.3,3,2,-3
17:42.3,3,2,-2
17:42.3,3,3,-2
17:42.3,0,6,-2
17:42.3,1,-1,-2
17:42.3,-1,4,-1
17:42.3,0,4,-2
17:42.3,2,3,-3
17:42.3,2,2,-3
17:42.3,3,1,-3
17:42.3,5,3,-3
17:42.3,3,0,-2
17:42.3,3,5,-2
17:42.3,0,7,-3
17:42.3,8,4,-1
17:42.3,4,3,-1
17:42.3,5,4,-3
17:42.3,8,7,-2
17:42.3,-2,6,-3
17:42.3,2,3,-2
17:42.3,3,10,-2
17:42.3,8,5,-3
17:42.3,5,5,-4
17:42.3,-2,3,-3
17:42.3,4,8,-2
17:42.3,2,3,-1
17:42.3,-2,4,-3
17:42.3,4,5,-3
17:42.3,4,1,-2
17:42.3,3,7,-3
17:42.3,6,5,-1
17:42.3,0,5,-2
17:42.3,2,7,-3
17:42.3,2,3,-2
17:42.3,1,5,0
17:42.3,6,7,-1
17:42.3,3,4,-1
17:42.3,1,5,-4
17:42.3,3,3,-3
17:42.3,4,2,-2
17:42.3,-5,1,-1
17:42.3,-2,6,-3
17:42.3,4,6,-3
17:42.3,6,0,-2
17:42.3,5,6,-2
17:42.3,3,4,-1
17:42.3,4,2,-2
17:42.3,1,6,-2
17:42.3,6,8,-3
17:42.3,2,3,-4
17:42.3,4,0,-2
17:42.3,2,5,-3
17:42.3,-1,4,-2
17:42.3,5,6,-2
17:42.3,1,2,-1
17:42.3,6,6,-3
17:42.4,2,3,-4
17:42.4,1,7,-2
17:42.4,2,6,-4
17:42.4,0,5,-3
17:42.4,2,6,-2
17:42.4,4,9,-3
17:42.4,3,4,0
17:42.4,4,4,-1
17:42.4,5,2,-1
17:42.4,3,6,-2
17:42.4,3,7,-3
17:42.4,3,5,-1
17:42.4,3,4,-3
17:42.4,2,10,-2
17:42.4,8,11,-3
17:42.4,4,6,-3
17:42.4,4,4,-2
17:42.4,2,1,-2
17:42.4,3,2,-2
17:42.4,5,4,-3
17:42.4,2,5,-3
17:42.4,2,2,-3
17:42.4,5,3,-2
17:42.4,-3,9,-3
17:42.4,3,5,-3
17:42.4,3,4,-2
17:42.4,1,2,-2
17:42.4,2,7,-2
17:42.4,7,6,-3
17:42.4,4,5,-3
17:42.4,0,6,-1
17:42.4,1,5,-4
17:42.4,3,5,-3
17:42.4,-2,3,-2
17:42.4,3,3,-1
17:42.4,2,9,-3
17:42.4,4,3,-3
17:42.4,2,5,-2
17:42.4,-2,6,-3
17:42.4,0,5,-3
17:42.4,-1,3,-3
17:42.4,2,2,-2
17:42.4,7,5,-4
17:42.4,3,0,-3
17:42.4,4,3,-2
17:42.4,2,7,-2
17:42.4,2,5,-2
17:42.4,4,4,-2
17:42.4,5,2,-2
17:42.4,4,5,-2
17:42.4,0,1,-1
17:42.4,1,0,-2
17:42.4,3,6,-3
17:42.4,4,4,-4
17:42.4,3,2,-3
17:42.4,-3,6,-5
17:42.4,3,5,-3
17:42.4,2,2,-2
17:42.4,5,5,-3
17:42.4,2,6,-2
