TimeStamp,X,Y,Z
15:20:2.719,3,-2,-2
15:20:2.719,2,-2,-2
15:20:2.719,-1,-5,-1
15:20:2.719,0,-2,-1
15:20:2.719,1,-2,0
15:20:2.719,2,-2,-2
15:20:2.719,-1,3,-2
15:20:2.719,3,-2,-1
15:20:2.719,-2,-3,-3
15:20:2.719,-1,-2,-2
15:20:2.719,-2,-4,-1
15:20:2.719,-2,-2,-1
15:20:2.719,1,-2,-1
15:20:2.719,0,-3,-2
15:20:2.719,-2,-5,-2
15:20:2.719,1,-3,-1
15:20:2.719,0,1,-3
15:20:2.719,1,-5,-4
15:20:2.719,-2,-1,-3
15:20:2.719,-3,-5,-2
15:20:2.719,2,-3,-2
15:20:2.719,-4,2,-3
15:20:2.720,2,-1,-1
15:20:2.720,0,0,-1
15:20:2.720,-4,2,-2
15:20:2.720,1,-1,-2
15:20:2.720,-5,-3,-1
15:20:2.720,-1,0,-2
15:20:2.720,-2,2,-3
15:20:2.720,3,-2,-2
15:20:2.720,4,-5,-1
15:20:2.720,-2,-2,-2
15:20:2.720,-2,-1,-1
15:20:2.720,-3,-5,-1
15:20:2.720,-2,-2,-2
15:20:2.746,-1,-2,-3
15:20:2.746,-1,-4,-3
15:20:2.746,1,-1,-3
15:20:2.746,-4,0,-3
15:20:2.746,0,-1,-2
15:20:2.746,-1,0,-1
15:20:2.746,1,-1,-2
15:20:2.746,-4,-4,-1
15:20:2.746,2,-1,-2
15:20:2.746,-1,-5,-3
15:20:2.746,-1,0,-2
15:20:2.746,2,-3,-1
15:20:2.746,-1,-3,-3
15:20:2.746,-7,-2,-1
15:20:2.746,-1,0,-1
15:20:2.746,-3,-3,-1
15:20:2.746,0,-4,-2
15:20:2.746,3,-2,-1
15:20:2.746,-1,-3,-2
15:20:2.746,3,-2,-2
15:20:2.746,2,2,-2
15:20:2.746,2,1,-3
15:20:2.746,0,-5,-3
15:20:2.746,0,-2,-2
15:20:2.746,-1,0,-2
15:20:2.746,0,-1,-1
15:20:2.746,2,-2,-1
15:20:2.747,-2,-4,-2
15:20:2.778,-1,-2,-3
15:20:2.778,-1,-6,-2
15:20:2.778,-2,-4,-2
15:20:2.778,-3,0,-5
15:20:2.778,-1,0,-2
15:20:2.778,-1,-4,-2
15:20:2.778,-3,-4,-1
