,,,,,
,1513245595880,0.8926829,-0.024390243,0.3592233,0.8926829
,1513245595881,0.8829268,-0.034146342,0.36893204,0.8829268
,1513245595882,0.902439,-0.024390243,0.36893204,0.902439
,1513245595883,0.902439,-0.034146342,0.36893204,0.902439
,1513245595884,0.8926829,-0.034146342,0.3592233,0.8926829
,1513245595885,0.8829268,-0.034146342,0.36893204,0.8829268
,1513245595886,0.8926829,-0.024390243,0.37864077,0.8926829
,1513245595887,0.8926829,-0.024390243,0.36893204,0.8926829
,1513245595888,0.8829268,-0.024390243,0.3592233,0.8829268
,1513245595889,0.8829268,0.004878049,0.3592233,0.8829268
,1513245595890,0.8926829,-0.014634146,0.3592233,0.8926829
,1513245595891,0.91219515,-0.004878049,0.3592233,0.91219515
,1513245595892,0.902439,-0.06341463,0.3592233,0.902439
,1513245595893,0.8926829,-0.024390243,0.36893204,0.8926829
,1513245595894,0.91219515,-0.014634146,0.3592233,0.91219515
,1513245595895,0.8926829,-0.024390243,0.36893204,0.8926829
,1513245595896,0.8926829,-0.024390243,0.3592233,0.8926829
,1513245595897,0.8926829,-0.024390243,0.36893204,0.8926829
,1513245595898,0.8926829,-0.024390243,0.3592233,0.8926829
,1513245595899,0.902439,-0.024390243,0.39805827,0.902439
,1513245595900,0.902439,-0.034146342,0.34951457,0.902439
,1513245595901,0.902439,-0.024390243,0.3592233,0.902439
,1513245595902,0.8829268,-0.024390243,0.3592233,0.8829268
,1513245595903,0.8926829,-0.014634146,0.3592233,0.8926829
,1513245595904,0.8926829,-0.024390243,0.36893204,0.8926829
,1513245595905,0.8926829,-0.024390243,0.3592233,0.8926829
,1513245595906,0.8926829,-0.024390243,0.3592233,0.8926829
,1513245595907,0.902439,-0.024390243,0.34951457,0.902439
,1513245595908,0.8926829,0.004878049,0.3592233,0.8926829
,1513245595909,0.91219515,-0.024390243,0.36893204,0.91219515
,1513245595910,0.8926829,-0.024390243,0.36893204,0.8926829
,1513245595911,0.902439,-0.10243902,0.3592233,0.902439
,1513245595912,0.902439,-0.034146342,0.3592233,0.902439
,1513245595913,0.8926829,-0.014634146,0.36893204,0.8926829
,1513245595914,0.902439,-0.024390243,0.3592233,0.902439
,1513245595915,0.8926829,-0.024390243,0.36893204,0.8926829
,1513245595916,0.8926829,-0.014634146,0.3592233,0.8926829
,1513245595917,0.902439,-0.034146342,0.36893204,0.902439
,1513245595918,0.8926829,-0.034146342,0.36893204,0.8926829
,1513245595919,0.8926829,-0.014634146,0.34951457,0.8926829
,1513245595920,0.8926829,-0.12195122,0.37864077,0.8926829
,1513245595921,0.8926829,-0.024390243,0.36893204,0.8926829
,1513245595922,0.902439,-0.024390243,0.3592233,0.902439
,1513245595923,0.902439,-0.024390243,0.3592233,0.902439
,1513245595924,0.8926829,-0.024390243,0.37864077,0.8926829
,1513245595925,0.8926829,-0.024390243,0.3592233,0.8926829
,1513245595926,0.902439,-0.024390243,0.36893204,0.902439
,1513245595927,0.8926829,-0.024390243,0.36893204,0.8926829
,1513245595928,0.902439,-0.024390243,0.36893204,0.902439
,1513245595929,1,-0.09268293,0.36893204,1
,1513245595930,0.91219515,-0.014634146,0.37864077,0.91219515
,1513245595931,0.8926829,-0.024390243,0.36893204,0.8926829
,1513245595932,0.8829268,-0.034146342,0.36893204,0.8829268
,1513245595933,0.8926829,-0.014634146,0.3592233,0.8926829
,1513245595934,0.8829268,-0.024390243,0.3592233,0.8829268
,1513245595935,0.9609756,-0.014634146,0.36893204,0.9609756
,1513245595936,0.86341465,-0.034146342,0.3592233,0.86341465
,1513245595937,0.8829268,-0.024390243,0.3592233,0.8829268
,1513245595938,0.8926829,-0.024390243,0.3592233,0.8926829
,1513245595939,0.902439,-0.034146342,0.36893204,0.902439
,1513245595940,0.902439,-0.024390243,0.36893204,0.902439
,1513245595941,0.8926829,-0.014634146,0.33009708,0.8926829
,1513245595942,0.8926829,-0.024390243,0.34951457,0.8926829
,1513245595943,0.8926829,-0.014634146,0.34951457,0.8926829
,1513245595944,0.8926829,-0.014634146,0.36893204,0.8926829
,1513245595945,0.8926829,-0.024390243,0.3592233,0.8926829
,1513245595946,0.87317073,-0.024390243,0.36893204,0.87317073
,1513245595947,0.8926829,-0.024390243,0.37864077,0.8926829
,1513245595948,0.8926829,-0.014634146,0.36893204,0.8926829
,1513245595949,0.8926829,-0.014634146,0.36893204,0.8926829
,1513245595950,0.8829268,-0.024390243,0.4368932,0.8829268
