TimeStamp,X,Y,Z
10:17:49.794,1,1,-1
10:17:49.794,1,0,-1
10:17:49.794,1,0,-1
10:17:49.794,1,0,-1
10:17:49.794,1,0,-1
10:17:49.794,2,0,-1
10:17:49.794,2,0,-1
10:17:49.794,2,1,-1
10:17:49.794,2,1,-1
10:17:49.794,2,1,-1
10:17:49.794,2,1,-1
10:17:49.794,2,1,-1
10:17:49.794,2,1,-1
10:17:49.794,1,1,-1
10:17:49.794,2,1,-1
10:17:49.794,2,1,-1
10:17:49.794,2,1,-1
10:17:49.795,1,1,-1
10:17:49.795,1,1,-1
10:17:49.795,1,1,-1
10:17:49.795,1,1,-1
10:17:49.795,1,1,-1
10:17:49.795,1,1,-1
10:17:49.795,1,2,-1
10:17:49.795,2,2,-1
10:17:49.795,1,2,-1
10:17:49.795,1,2,-1
10:17:49.795,1,2,-1
10:17:49.795,1,2,-1
10:17:49.795,1,2,-1
10:17:49.795,0,2,-1
10:17:49.795,0,2,-1
10:17:49.795,0,2,-1
10:17:49.820,0,1,-1
10:17:49.821,0,1,-1
10:17:49.821,1,1,-1
10:17:49.821,1,0,-1
10:17:49.821,1,0,-1
10:17:49.821,1,0,-1
10:17:49.821,1,0,-1
10:17:49.821,2,0,-1
10:17:49.821,1,0,-1
10:17:49.821,2,0,-1
10:17:49.821,1,0,-1
10:17:49.821,1,0,-1
10:17:49.821,2,0,-1
10:17:49.821,2,1,-1
10:17:49.821,2,1,-1
10:17:49.821,2,1,-1
10:17:49.821,2,1,-1
10:17:49.821,2,0,-1
10:17:49.821,2,1,-1
10:17:49.821,2,1,-1
10:17:49.821,2,1,-1
10:17:49.821,1,1,-1
10:17:49.821,1,1,-1
10:17:49.821,2,1,-1
10:17:49.821,2,1,-1
10:17:49.821,2,1,-1
10:17:49.821,2,1,-1
10:17:49.821,2,1,-1
10:17:49.821,2,1,-1
10:17:49.821,2,1,-1
10:17:49.850,2,1,-1
10:17:49.850,2,1,-1
10:17:49.850,2,1,-1
10:17:49.850,1,1,-1
10:17:49.850,1,1,-1
10:17:49.850,1,1,-1
10:17:49.850,2,1,-1
10:17:49.850,2,1,-1
10:17:49.850,2,1,-1
10:17:49.850,1,1,-1
10:17:49.850,2,1,-1
10:17:49.850,2,1,-1
10:17:49.850,2,0,-1
10:17:49.850,2,0,-1
10:17:49.850,2,1,-1
10:17:49.850,3,1,-1
10:17:49.850,2,1,-1
10:17:49.850,2,1,-1
10:17:49.850,2,1,-1
10:17:49.850,2,1,-1
10:17:49.850,2,0,-1
