time,timestamp,xAccel,yAccel,zAccel,xxx
2018-1-10T15-27-28,1515594448154,0.86341465,0.034146342,0.4368932,0.86341465
2018-1-10T15-27-28,1515594448155,0.87317073,0.053658538,0.4563107,0.87317073
2018-1-10T15-27-28,1515594448156,0.87317073,0.12195122,0.4563107,0.87317073
2018-1-10T15-27-28,1515594448157,0.86341465,0.034146342,0.42718446,0.86341465
2018-1-10T15-27-28,1515594448158,0.86341465,0.034146342,0.44660193,0.86341465
2018-1-10T15-27-28,1515594448159,0.82439023,0.053658538,0.42718446,0.82439023
2018-1-10T15-27-28,1515594448160,0.86341465,0.043902438,0.42718446,0.86341465
2018-1-10T15-27-28,1515594448161,0.84390247,0.024390243,0.42718446,0.84390247
2018-1-10T15-27-28,1515594448162,0.84390247,0.034146342,0.42718446,0.84390247
2018-1-10T15-27-28,1515594448163,0.85365856,0.034146342,0.41747573,0.85365856
2018-1-10T15-27-28,1515594448164,0.85365856,0.043902438,0.42718446,0.85365856
2018-1-10T15-27-28,1515594448165,0.86341465,0.024390243,0.39805827,0.86341465
2018-1-10T15-27-28,1515594448166,0.86341465,0.053658538,0.42718446,0.86341465
2018-1-10T15-27-28,1515594448167,0.86341465,0.043902438,0.41747573,0.86341465
2018-1-10T15-27-28,1515594448168,0.86341465,0.024390243,0.42718446,0.86341465
2018-1-10T15-27-28,1515594448169,0.85365856,0.004878049,0.41747573,0.85365856
2018-1-10T15-27-28,1515594448170,0.85365856,0.043902438,0.42718446,0.85365856
2018-1-10T15-27-28,1515594448171,0.85365856,0.034146342,0.42718446,0.85365856
2018-1-10T15-27-28,1515594448172,0.86341465,0.07317073,0.42718446,0.86341465
2018-1-10T15-27-28,1515594448173,0.86341465,0.034146342,0.42718446,0.86341465
2018-1-10T15-27-28,1515594448174,0.86341465,0.034146342,0.42718446,0.86341465
2018-1-10T15-27-28,1515594448175,0.86341465,0.024390243,0.4368932,0.86341465
2018-1-10T15-27-28,1515594448176,0.86341465,0.043902438,0.4368932,0.86341465
2018-1-10T15-27-28,1515594448177,0.85365856,0.024390243,0.5048544,0.85365856
2018-1-10T15-27-28,1515594448178,0.86341465,0.043902438,0.42718446,0.86341465
2018-1-10T15-27-28,1515594448179,0.85365856,0.024390243,0.41747573,0.85365856
2018-1-10T15-27-28,1515594448180,0.8829268,0.043902438,0.4368932,0.8829268
2018-1-10T15-27-28,1515594448181,0.86341465,0.034146342,0.42718446,0.86341465
2018-1-10T15-27-28,1515594448182,0.85365856,0.043902438,0.42718446,0.85365856
2018-1-10T15-27-28,1515594448183,0.86341465,0.034146342,0.42718446,0.86341465
2018-1-10T15-27-28,1515594448184,0.87317073,0.024390243,0.42718446,0.87317073
2018-1-10T15-27-28,1515594448185,0.85365856,0.024390243,0.42718446,0.85365856
2018-1-10T15-27-28,1515594448186,0.86341465,0.043902438,0.42718446,0.86341465
2018-1-10T15-27-28,1515594448187,0.86341465,0.034146342,0.41747573,0.86341465
2018-1-10T15-27-28,1515594448188,0.85365856,0.034146342,0.42718446,0.85365856
2018-1-10T15-27-28,1515594448189,0.84390247,0.034146342,0.42718446,0.84390247
2018-1-10T15-27-28,1515594448190,0.85365856,0.034146342,0.42718446,0.85365856
2018-1-10T15-27-28,1515594448191,0.85365856,0.034146342,0.42718446,0.85365856
2018-1-10T15-27-28,1515594448192,0.85365856,0.024390243,0.42718446,0.85365856
2018-1-10T15-27-28,1515594448193,0.84390247,0.024390243,0.42718446,0.84390247
2018-1-10T15-27-28,1515594448194,0.85365856,0.024390243,0.41747573,0.85365856
2018-1-10T15-27-28,1515594448195,0.85365856,0.06341463,0.407767,0.85365856
2018-1-10T15-27-28,1515594448196,0.85365856,0.024390243,0.4368932,0.85365856
2018-1-10T15-27-28,1515594448197,0.86341465,0.043902438,0.41747573,0.86341465
2018-1-10T15-27-28,1515594448198,0.86341465,0.034146342,0.44660193,0.86341465
2018-1-10T15-27-28,1515594448199,0.85365856,0.043902438,0.4368932,0.85365856
2018-1-10T15-27-28,1515594448200,0.85365856,0.014634146,0.41747573,0.85365856
2018-1-10T15-27-28,1515594448201,0.85365856,0.034146342,0.41747573,0.85365856
2018-1-10T15-27-28,1515594448202,0.85365856,0.043902438,0.41747573,0.85365856
2018-1-10T15-27-28,1515594448203,0.85365856,0.024390243,0.41747573,0.85365856
2018-1-10T15-27-28,1515594448204,0.85365856,0.024390243,0.42718446,0.85365856
2018-1-10T15-27-28,1515594448205,0.87317073,0.034146342,0.4368932,0.87317073
2018-1-10T15-27-28,1515594448206,0.86341465,0.024390243,0.42718446,0.86341465
2018-1-10T15-27-28,1515594448207,0.85365856,0.043902438,0.41747573,0.85365856
2018-1-10T15-27-28,1515594448208,0.8829268,0.024390243,0.41747573,0.8829268
2018-1-10T15-27-28,1515594448209,0.86341465,0.034146342,0.49514562,0.86341465
2018-1-10T15-27-28,1515594448210,0.85365856,0.034146342,0.42718446,0.85365856
2018-1-10T15-27-28,1515594448211,0.85365856,0.034146342,0.4368932,0.85365856
2018-1-10T15-27-28,1515594448212,0.85365856,0.014634146,0.42718446,0.85365856
2018-1-10T15-27-28,1515594448213,0.85365856,0.034146342,0.44660193,0.85365856
2018-1-10T15-27-28,1515594448214,0.85365856,0.043902438,0.42718446,0.85365856
2018-1-10T15-27-28,1515594448215,0.85365856,0.034146342,0.407767,0.85365856
2018-1-10T15-27-28,1515594448216,0.85365856,0.053658538,0.42718446,0.85365856
2018-1-10T15-27-28,1515594448217,0.84390247,0.034146342,0.44660193,0.84390247
2018-1-10T15-27-28,1515594448218,0.84390247,0.024390243,0.4368932,0.84390247
2018-1-10T15-27-28,1515594448219,0.86341465,0.024390243,0.42718446,0.86341465
2018-1-10T15-27-28,1515594448220,0.85365856,0.034146342,0.42718446,0.85365856
2018-1-10T15-27-28,1515594448221,0.86341465,0.034146342,0.42718446,0.86341465
2018-1-10T15-27-28,1515594448222,0.85365856,0.034146342,0.41747573,0.85365856
2018-1-10T15-27-28,1515594448223,0.86341465,0.034146342,0.41747573,0.86341465
2018-1-10T15-27-28,1515594448224,0.86341465,0.034146342,0.39805827,0.86341465
2018-1-10T15-27-28,1515594448225,0.85365856,0.043902438,0.42718446,0.85365856
2018-1-10T15-27-28,1515594448226,0.86341465,-0.024390243,0.42718446,0.86341465
2018-1-10T15-27-28,1515594448227,0.85365856,0.024390243,0.42718446,0.85365856
2018-1-10T15-27-28,1515594448228,0.86341465,0.034146342,0.41747573,0.86341465
2018-1-10T15-27-28,1515594448229,0.86341465,0.034146342,0.42718446,0.86341465
2018-1-10T15-27-28,1515594448230,0.86341465,0.034146342,0.407767,0.86341465
2018-1-10T15-27-28,1515594448231,0.82439023,0.043902438,0.4368932,0.82439023
2018-1-10T15-27-28,1515594448232,0.8341463,0.024390243,0.46601942,0.8341463
2018-1-10T15-27-28,1515594448233,0.85365856,0.034146342,0.407767,0.85365856
2018-1-10T15-27-28,1515594448234,0.85365856,0.024390243,0.407767,0.85365856
2018-1-10T15-27-28,1515594448235,0.8341463,0.034146342,0.4368932,0.8341463
2018-1-10T15-27-28,1515594448236,0.85365856,0.034146342,0.407767,0.85365856
2018-1-10T15-27-28,1515594448237,0.902439,0.043902438,0.407767,0.902439
2018-1-10T15-27-28,1515594448238,0.86341465,0.034146342,0.41747573,0.86341465
2018-1-10T15-27-28,1515594448239,0.85365856,0.024390243,0.41747573,0.85365856
2018-1-10T15-27-28,1515594448240,0.86341465,0.034146342,0.41747573,0.86341465
2018-1-10T15-27-28,1515594448241,0.86341465,0.034146342,0.42718446,0.86341465
2018-1-10T15-27-28,1515594448242,0.86341465,0.024390243,0.37864077,0.86341465
2018-1-10T15-27-28,1515594448243,0.85365856,0.034146342,0.41747573,0.85365856
2018-1-10T15-27-28,1515594448244,0.86341465,0.034146342,0.42718446,0.86341465
2018-1-10T15-27-28,1515594448245,0.85365856,0.043902438,0.42718446,0.85365856
2018-1-10T15-27-28,1515594448246,0.86341465,0.024390243,0.41747573,0.86341465
2018-1-10T15-27-28,1515594448247,0.86341465,0.053658538,0.39805827,0.86341465
2018-1-10T15-27-28,1515594448248,0.85365856,0.053658538,0.41747573,0.85365856
2018-1-10T15-27-28,1515594448249,0.85365856,0.024390243,0.407767,0.85365856
2018-1-10T15-27-28,1515594448250,0.86341465,0.024390243,0.34951457,0.86341465
2018-1-10T15-27-28,1515594448251,0.85365856,0.034146342,0.42718446,0.85365856
2018-1-10T15-27-28,1515594448252,0.86341465,0.034146342,0.42718446,0.86341465
2018-1-10T15-27-28,1515594448253,0.87317073,0.034146342,0.41747573,0.87317073
2018-1-10T15-27-28,1515594448254,0.86341465,0.034146342,0.41747573,0.86341465
2018-1-10T15-27-28,1515594448255,0.85365856,0.043902438,0.41747573,0.85365856
2018-1-10T15-27-28,1515594448256,0.85365856,0.034146342,0.41747573,0.85365856
2018-1-10T15-27-28,1515594448257,0.86341465,0.024390243,0.407767,0.86341465
2018-1-10T15-27-28,1515594448258,0.86341465,0.043902438,0.44660193,0.86341465
2018-1-10T15-27-28,1515594448259,0.84390247,0.043902438,0.41747573,0.84390247
2018-1-10T15-27-28,1515594448260,0.85365856,0.034146342,0.41747573,0.85365856
2018-1-10T15-27-28,1515594448261,0.85365856,0.043902438,0.41747573,0.85365856
2018-1-10T15-27-28,1515594448262,0.86341465,0.034146342,0.4368932,0.86341465
2018-1-10T15-27-28,1515594448263,0.84390247,0.024390243,0.42718446,0.84390247
2018-1-10T15-27-28,1515594448264,0.86341465,0.024390243,0.42718446,0.86341465
2018-1-10T15-27-28,1515594448265,0.86341465,0.034146342,0.41747573,0.86341465
2018-1-10T15-27-28,1515594448266,0.87317073,0.034146342,0.42718446,0.87317073
2018-1-10T15-27-28,1515594448267,0.85365856,-0.004878049,0.42718446,0.85365856
2018-1-10T15-27-28,1515594448268,0.86341465,0.034146342,0.42718446,0.86341465
2018-1-10T15-27-28,1515594448269,0.85365856,0.034146342,0.41747573,0.85365856
2018-1-10T15-27-28,1515594448270,0.85365856,0.034146342,0.42718446,0.85365856
2018-1-10T15-27-28,1515594448271,0.84390247,0.034146342,0.4563107,0.84390247
2018-1-10T15-27-28,1515594448272,0.86341465,0.034146342,0.44660193,0.86341465
2018-1-10T15-27-28,1515594448273,0.85365856,0.043902438,0.4368932,0.85365856
2018-1-10T15-27-28,1515594448274,0.85365856,0.043902438,0.42718446,0.85365856
2018-1-10T15-27-28,1515594448275,0.84390247,0.034146342,0.4368932,0.84390247
2018-1-10T15-27-28,1515594448276,0.85365856,0.034146342,0.42718446,0.85365856
2018-1-10T15-27-28,1515594448277,0.85365856,0.034146342,0.42718446,0.85365856
2018-1-10T15-27-28,1515594448278,0.85365856,0.043902438,0.42718446,0.85365856
2018-1-10T15-27-28,1515594448279,0.84390247,0.043902438,0.42718446,0.84390247
2018-1-10T15-27-28,1515594448280,0.86341465,0.034146342,0.42718446,0.86341465
2018-1-10T15-27-28,1515594448281,0.86341465,0.034146342,0.4368932,0.86341465
2018-1-10T15-27-28,1515594448282,0.84390247,0.034146342,0.42718446,0.84390247
2018-1-10T15-27-28,1515594448283,0.86341465,0.024390243,0.4368932,0.86341465
2018-1-10T15-27-28,1515594448284,0.84390247,0.034146342,0.42718446,0.84390247
2018-1-10T15-27-28,1515594448285,0.85365856,0.043902438,0.36893204,0.85365856
2018-1-10T15-27-28,1515594448286,0.85365856,0.024390243,0.42718446,0.85365856
2018-1-10T15-27-28,1515594448287,0.86341465,0.034146342,0.42718446,0.86341465
2018-1-10T15-27-28,1515594448288,0.85365856,0.034146342,0.42718446,0.85365856
2018-1-10T15-27-28,1515594448289,0.85365856,0.034146342,0.407767,0.85365856
2018-1-10T15-27-28,1515594448290,0.86341465,0.034146342,0.42718446,0.86341465
2018-1-10T15-27-28,1515594448291,0.85365856,0.043902438,0.41747573,0.85365856
2018-1-10T15-27-28,1515594448292,0.85365856,0.034146342,0.42718446,0.85365856
2018-1-10T15-27-28,1515594448293,0.9414634,0.024390243,0.5048544,0.9414634
2018-1-10T15-27-28,1515594448294,0.85365856,0.024390243,0.5145631,0.85365856
2018-1-10T15-27-28,1515594448295,0.85365856,0.014634146,0.42718446,0.85365856
2018-1-10T15-27-28,1515594448296,0.82439023,0.034146342,0.42718446,0.82439023
2018-1-10T15-27-28,1515594448297,0.86341465,0.043902438,0.407767,0.86341465
2018-1-10T15-27-28,1515594448298,0.81463414,0.06341463,0.41747573,0.81463414
2018-1-10T15-27-28,1515594448299,0.85365856,0.034146342,0.42718446,0.85365856
2018-1-10T15-27-28,1515594448300,0.86341465,0.034146342,0.41747573,0.86341465
2018-1-10T15-27-28,1515594448301,0.8341463,0.034146342,0.42718446,0.8341463
2018-1-10T15-27-28,1515594448302,0.85365856,0.024390243,0.41747573,0.85365856
2018-1-10T15-27-28,1515594448303,0.85365856,0.024390243,0.42718446,0.85365856
